model,donor_key,n,dice_mean,iou_mean,rmse_mean,soft_intensity_dice_mean,soft_intensity_dice_whole_mean,spot_recognition_mean,spot_recognition_p10
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|138|138|519077,4,0.7474851608276367,0.6301462352275848,0.15625550039112568,0.8414150476455688,0.7513392418622971,0.7956148236989975,0.7620895743370056
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|245|525|2343145,3,0.7600738803545634,0.622671902179718,0.16818461815516153,0.8766252001126608,0.8107200066248575,0.7959446310997009,0.7607914686203003
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|37|317|1382409,4,0.7668426334857941,0.6391116380691528,0.1738833747804165,0.8455450385808945,0.7327318340539932,0.7964796423912048,0.7254872918128967
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Al_deformed_LoG_logtif.h5|3|37|469193,18,0.7555726617574692,0.6378551291094886,0.15956217919786772,0.8584787713156806,0.6970855957931943,0.7980052365197076,0.6887318134307862
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|103|383|1609828,5,0.7925703763961792,0.6684115350246429,0.19633297324180604,0.8461924076080323,0.7722810268402099,0.7981186985969544,0.7470764279365539
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|42|322|1394565,3,0.764130969842275,0.6349869072437286,0.16727263232072195,0.8693403800328573,0.7512346704800924,0.7984291513760885,0.7477334618568421
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Al_deformed_LoG_logtif.h5|16|16|316744,25,0.7644917869567871,0.6363990890979767,0.16744042694568634,0.8533593559265137,0.6655079591274261,0.7985256791114808,0.7212004423141479
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|143|143|525365,3,0.7754843632380167,0.6508650978406271,0.17839113374551138,0.8644312818845113,0.7680492003758749,0.7985466122627258,0.7265506029129029
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|168|448|1896773,3,0.7320935527483622,0.6455411314964294,0.13348094125588736,0.8255329529444376,0.7383581499258677,0.799306333065033,0.7076307773590088
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|274|554|2452789,4,0.732863187789917,0.5939856320619583,0.13397778011858463,0.8484550416469574,0.6524931341409683,0.799442708492279,0.7394128561019897
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Al_deformed_LoG_logtif.h5|22|56|838484,30,0.7710237771272659,0.6516095717748006,0.17190294737617176,0.8733902831872304,0.7257427424192429,0.799560417731603,0.6992550969123841
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Al_deformed_LoG_logtif.h5|10|44|606472,28,0.7651458978652954,0.644741133919784,0.1654883043042251,0.8724282554217747,0.7463386995451791,0.7998287911925998,0.6930683135986329
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|278|278|1238536,5,0.7417198061943054,0.6231425285339356,0.14078713804483414,0.8811671376228333,0.7827632665634155,0.8004663228988648,0.7245038270950317
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|129|409|1686682,3,0.7845398386319479,0.652066171169281,0.18359602491060892,0.8490957021713257,0.7677701512972513,0.8004719217618307,0.7508025527000427
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Al_deformed_LoG_logtif.h5|27|27|443830,20,0.7626803755760193,0.645259964466095,0.1610843189060688,0.8829858660697937,0.7540913075208664,0.8007980287075043,0.6889788985252381
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Al_deformed_LoG_logtif.h5|29|29|444632,28,0.775409391948155,0.6551821466003146,0.17240489912884577,0.8716952162129539,0.7263783887028694,0.8015022426843643,0.728429514169693
