model_display,dataset,performance_group,rank_within_group,sample_name,spot_recognition_mean,dice_mean,iou_mean,rmse_mean
multi-output Tversky Loss lr 1e-04,Al_deformed_LoG,worst 10,6,sample_012855,0.8280215263366699,0.928080141544342,0.8659552335739136,0.1032079681754112
multi-output Tversky Loss lr 1e-04,Al_deformed_LoG,worst 10,7,sample_015385,0.84019935131073,0.8944272398948669,0.8090172410011292,0.1058241203427314
multi-output Tversky Loss lr 1e-04,Al_deformed_LoG,worst 10,8,sample_009698,0.8420336246490479,0.9013863801956176,0.8206733465194702,0.1033484786748886
multi-output Tversky Loss lr 1e-04,Al_deformed_LoG,worst 10,9,sample_011301,0.8453312516212463,0.8868950605392456,0.797696590423584,0.0946046933531761
multi-output Tversky Loss lr 1e-04,Al_deformed_LoG,worst 10,10,sample_011466,0.8468852639198303,0.892579197883606,0.8101557493209839,0.0877600610256195
multi-output Tversky Loss lr 1e-04,Al_small_grains,best 10,1,sample_030055,0.9732191562652588,0.9870337247848512,0.974457323551178,0.026802847161889
multi-output Tversky Loss lr 1e-04,Al_small_grains,best 10,2,sample_035302,0.96770840883255,0.9837943911552428,0.9681509137153624,0.0326185040175914
multi-output Tversky Loss lr 1e-04,Al_small_grains,best 10,3,sample_032968,0.9635751843452454,0.972853183746338,0.9473642110824584,0.0219988692551851
multi-output Tversky Loss lr 1e-04,Al_small_grains,best 10,4,sample_035390,0.9623926877975464,0.9738497734069824,0.9492062330245972,0.0279019214212894
multi-output Tversky Loss lr 1e-04,Al_small_grains,best 10,5,sample_031478,0.9610201120376588,0.9765186309814452,0.954268753528595,0.0349480770528316
multi-output Tversky Loss lr 1e-04,Al_small_grains,best 10,6,sample_029423,0.960217535495758,0.9694726467132568,0.9407967925071716,0.0223767478018999
multi-output Tversky Loss lr 1e-04,Al_small_grains,best 10,7,sample_029807,0.957854688167572,0.9664679765701294,0.93511962890625,0.0267758518457412
multi-output Tversky Loss lr 1e-04,Al_small_grains,best 10,8,sample_028985,0.9577920436859132,0.9767796993255616,0.954641819000244,0.0269349031150341
multi-output Tversky Loss lr 1e-04,Al_small_grains,best 10,9,sample_030962,0.9577303528785706,0.9712680578231812,0.9449205994606018,0.0234857220202684
multi-output Tversky Loss lr 1e-04,Al_small_grains,best 10,10,sample_033335,0.9576307535171508,0.9699364900588988,0.941630482673645,0.0279589295387268
multi-output Tversky Loss lr 1e-04,Al_small_grains,worst 10,1,sample_030707,0.4685314893722534,0.5422065258026123,0.4235431551933288,0.2100673019886016
multi-output Tversky Loss lr 1e-04,Al_small_grains,worst 10,2,sample_034420,0.5850293636322021,0.7220926284790039,0.5692532658576965,0.1978715360164642
multi-output Tversky Loss lr 1e-04,Al_small_grains,worst 10,3,sample_034563,0.7439802885055542,0.8926583528518677,0.8071862459182739,0.1484449505805969
multi-output Tversky Loss lr 1e-04,Al_small_grains,worst 10,4,sample_033929,0.7694762349128723,0.904396951198578,0.836276650428772,0.0405888110399246
multi-output Tversky Loss lr 1e-04,Al_small_grains,worst 10,5,sample_029777,0.7717208862304688,0.8836767673492432,0.7988128066062927,0.0328141190111637
multi-output Tversky Loss lr 1e-04,Al_small_grains,worst 10,6,sample_035491,0.802147626876831,0.9078813195228576,0.8353699445724487,0.060596227645874
multi-output Tversky Loss lr 1e-04,Al_small_grains,worst 10,7,sample_028382,0.804892897605896,0.8638661503791809,0.7709193229675293,0.0708757266402244
multi-output Tversky Loss lr 1e-04,Al_small_grains,worst 10,8,sample_027058,0.8061686754226685,0.9148882627487184,0.8436453342437744,0.1085372120141983
multi-output Tversky Loss lr 1e-04,Al_small_grains,worst 10,9,sample_027792,0.8088976740837097,0.9216849207878112,0.8582285046577454,0.0301928371191024
multi-output Tversky Loss lr 1e-04,Al_small_grains,worst 10,10,sample_029152,0.820093035697937,0.8839867115020752,0.804379403591156,0.1078454703092575
multi-output Tversky Loss lr 1e-04,Cu,best 10,1,sample_042391,0.9640963077545166,0.9727270603179932,0.9469048380851746,0.0229907147586345
multi-output Tversky Loss lr 1e-04,Cu,best 10,2,sample_040988,0.957408607006073,0.9672356843948364,0.9366806745529176,0.0232550576329231
multi-output Tversky Loss lr 1e-04,Cu,best 10,3,sample_037001,0.9554124474525452,0.9598736763000488,0.9234058856964112,0.0152017474174499
multi-output Tversky Loss lr 1e-04,Cu,best 10,4,sample_043667,0.9532184600830078,0.9610984921455384,0.9253773093223572,0.0302522983402013
multi-output Tversky Loss lr 1e-04,Cu,best 10,5,sample_035853,0.9507893919944764,0.956169605255127,0.9167064428329468,0.0160226803272962
multi-output Tversky Loss lr 1e-04,Cu,best 10,6,sample_040279,0.9505671858787536,0.9558814764022828,0.9166479110717772,0.0234184600412845
multi-output Tversky Loss lr 1e-04,Cu,best 10,7,sample_035746,0.9495251178741456,0.956230640411377,0.9161370992660522,0.0194951370358467
multi-output Tversky Loss lr 1e-04,Cu,best 10,8,sample_044389,0.9493465423583984,0.9558066725730896,0.9157971143722534,0.0337901040911674
multi-output Tversky Loss lr 1e-04,Cu,best 10,9,sample_043694,0.9469636082649232,0.9554116129875184,0.9151800274848938,0.0379238352179527
multi-output Tversky Loss lr 1e-04,Cu,best 10,10,sample_039395,0.9457030296325684,0.9550621509552002,0.914140284061432,0.0370890498161315
multi-output Tversky Loss lr 1e-04,Cu,worst 10,1,sample_043225,0.4856786131858825,0.6655473709106445,0.5005697011947632,0.3638140857219696
multi-output Tversky Loss lr 1e-04,Cu,worst 10,2,sample_039993,0.5714496374130249,0.7203789949417114,0.5774316787719727,0.2871336936950683
multi-output Tversky Loss lr 1e-04,Cu,worst 10,3,sample_036644,0.6096162796020508,0.7750393152236938,0.6328424215316772,0.2604318261146545
multi-output Tversky Loss lr 1e-04,Cu,worst 10,4,sample_040031,0.6704487800598145,0.8056262731552124,0.6754456758499146,0.1615348905324936
multi-output Tversky Loss lr 1e-04,Cu,worst 10,5,sample_037631,0.6867406368255615,0.8664028644561768,0.764508843421936,0.2076763808727264
multi-output Tversky Loss lr 1e-04,Cu,worst 10,6,sample_041248,0.6884675621986389,0.8058069944381714,0.6785649061203003,0.2099573016166687
multi-output Tversky Loss lr 1e-04,Cu,worst 10,7,sample_036454,0.6946525573730469,0.804324746131897,0.6727002263069153,0.1631383746862411
multi-output Tversky Loss lr 1e-04,Cu,worst 10,8,sample_038471,0.6951138973236084,0.8171871304512024,0.7085338234901428,0.1432185471057891
multi-output Tversky Loss lr 1e-04,Cu,worst 10,9,sample_038171,0.7129107117652893,0.9031593799591064,0.8249111175537109,0.2152178287506103
multi-output Tversky Loss lr 1e-04,Cu,worst 10,10,sample_042932,0.7213335633277893,0.8681045770645142,0.7673159837722778,0.1149919480085372
multi-output Tversky Loss lr 1e-04,IN718_twins,best 10,1,sample_051959,0.9818862080574036,0.997679591178894,0.9953707456588744,0.0259274467825889
multi-output Tversky Loss lr 1e-04,IN718_twins,best 10,2,sample_049582,0.9817782640457152,0.9980810880661012,0.9961698055267334,0.0235756076872348
multi-output Tversky Loss lr 1e-04,IN718_twins,best 10,3,sample_049932,0.98129004240036,0.9966665506362916,0.9933554530143738,0.0232694316655397
multi-output Tversky Loss lr 1e-04,IN718_twins,best 10,4,sample_047142,0.9810134172439576,0.9964927434921264,0.9930176138877868,0.0253691878169775
multi-output Tversky Loss lr 1e-04,IN718_twins,best 10,5,sample_049720,0.9798380136489868,0.9971885681152344,0.9943995475769044,0.0265407525002956
multi-output Tversky Loss lr 1e-04,IN718_twins,best 10,6,sample_049458,0.9796688556671144,0.995396375656128,0.9908515810966492,0.0291965380311012
multi-output Tversky Loss lr 1e-04,IN718_twins,best 10,7,sample_052976,0.9792134761810304,0.9955266714096068,0.991093635559082,0.0264151263982057
multi-output Tversky Loss lr 1e-04,IN718_twins,best 10,8,sample_046070,0.9792039394378662,0.997333824634552,0.9946820735931396,0.0253674387931823
multi-output Tversky Loss lr 1e-04,IN718_twins,best 10,9,sample_045737,0.9790388941764832,0.996083438396454,0.9921983480453492,0.0301141273230314
multi-output Tversky Loss lr 1e-04,IN718_twins,best 10,10,sample_048435,0.9789482355117798,0.9953345060348512,0.9907139539718628,0.0287547931075096
multi-output Tversky Loss lr 1e-04,IN718_twins,worst 10,1,sample_051171,0.4389242529869079,0.4218794703483581,0.3126948475837707,0.2436497211456298
multi-output Tversky Loss lr 1e-04,IN718_twins,worst 10,2,sample_045148,0.6711791157722473,0.7271525263786316,0.5732165575027466,0.2740245461463928
multi-output Tversky Loss lr 1e-04,IN718_twins,worst 10,3,sample_047459,0.7637929916381836,0.8407991528511047,0.7262048125267029,0.157723993062973
multi-output Tversky Loss lr 1e-04,IN718_twins,worst 10,4,sample_044797,0.7812473773956299,0.8087533712387085,0.6803699731826782,0.1472107321023941
multi-output Tversky Loss lr 1e-04,IN718_twins,worst 10,5,sample_046549,0.7867444753646851,0.8314311504364014,0.7128241658210754,0.1213423833250999
multi-output Tversky Loss lr 1e-04,IN718_twins,worst 10,6,sample_050339,0.8000696897506714,0.8562672734260559,0.7495735883712769,0.1282849162817001
multi-output Tversky Loss lr 1e-04,IN718_twins,worst 10,7,sample_050217,0.8028653860092163,0.796310305595398,0.6846950054168701,0.0855577141046524
multi-output Tversky Loss lr 1e-04,IN718_twins,worst 10,8,sample_050806,0.8131642937660217,0.8049560785293579,0.6926615238189697,0.0748214796185493
multi-output Tversky Loss lr 1e-04,IN718_twins,worst 10,9,sample_051493,0.8276980519294739,0.9007536768913268,0.8195867538452148,0.1365075409412384
multi-output Tversky Loss lr 1e-04,IN718_twins,worst 10,10,sample_052206,0.8322231769561768,0.8380210995674133,0.7336409687995911,0.068730279803276
multi-output Tversky Loss lr 1e-04,Iron,best 10,1,sample_064907,0.9676812887191772,0.9818310141563416,0.9643231630325316,0.0263464543968439
multi-output Tversky Loss lr 1e-04,Iron,best 10,2,sample_064309,0.9665907621383668,0.9768999218940736,0.954881191253662,0.0227638073265552
multi-output Tversky Loss lr 1e-04,Iron,best 10,3,sample_067355,0.9640005230903624,0.972530722618103,0.9466272592544556,0.0239399895071983
multi-output Tversky Loss lr 1e-04,Iron,best 10,4,sample_064046,0.9631356596946716,0.9829976558685304,0.9666271805763244,0.0339591987431049
multi-output Tversky Loss lr 1e-04,Iron,best 10,5,sample_064181,0.9629192352294922,0.9746074676513672,0.9508855938911438,0.0135415578261017
multi-output Tversky Loss lr 1e-04,Iron,best 10,6,sample_070996,0.9622267484664916,0.97061288356781,0.943476378917694,0.0204276405274868
multi-output Tversky Loss lr 1e-04,Iron,best 10,7,sample_064668,0.960767149925232,0.9724838733673096,0.9464625120162964,0.0223153177648782
multi-output Tversky Loss lr 1e-04,Iron,best 10,8,sample_063988,0.9598906636238098,0.9673458337783812,0.9374555945396424,0.0247342176735401
multi-output Tversky Loss lr 1e-04,Iron,best 10,9,sample_065638,0.9598870277404784,0.9710638523101808,0.943813681602478,0.0264059677720069
multi-output Tversky Loss lr 1e-04,Iron,best 10,10,sample_067106,0.9596221446990968,0.9681574106216432,0.93854159116745,0.0150529984384775
multi-output Tversky Loss lr 1e-04,Iron,worst 10,1,sample_067665,0.5834491848945618,0.63651442527771,0.5593335628509521,0.0263116993010044
multi-output Tversky Loss lr 1e-04,Iron,worst 10,2,sample_062506,0.5837949514389038,0.723274827003479,0.5667100548744202,0.2501787543296814
multi-output Tversky Loss lr 1e-04,Iron,worst 10,3,sample_067254,0.6166611313819885,0.6261628866195679,0.4661230146884918,0.102949321269989
multi-output Tversky Loss lr 1e-04,Iron,worst 10,4,sample_066538,0.6370094418525696,0.7284910678863525,0.638844907283783,0.0667725056409835
multi-output Tversky Loss lr 1e-04,Iron,worst 10,5,sample_063897,0.6612927913665771,0.7912710905075073,0.6548435688018799,0.1143214553594589
multi-output Tversky Loss lr 1e-04,Iron,worst 10,6,sample_066301,0.6746768951416016,0.8283838033676147,0.7196317911148071,0.1904985606670379
multi-output Tversky Loss lr 1e-04,Iron,worst 10,7,sample_067614,0.6993650197982788,0.7784954905509949,0.6866059899330139,0.0183891803026199
multi-output Tversky Loss lr 1e-04,Iron,worst 10,8,sample_064987,0.7019261717796326,0.7518745064735413,0.6047462224960327,0.0733494088053703
multi-output Tversky Loss lr 1e-04,Iron,worst 10,9,sample_070700,0.7112729549407959,0.7848783731460571,0.6529116034507751,0.1094375699758529
multi-output Tversky Loss lr 1e-04,Iron,worst 10,10,sample_065158,0.7139638662338257,0.7483136653900146,0.6129409074783325,0.0656511336565017
multi-output Tversky Loss lr 1e-04,Iron_deformed,best 10,1,sample_053335,0.959636688232422,0.9735560417175292,0.9484748840332032,0.0203188695013523
multi-output Tversky Loss lr 1e-04,Iron_deformed,best 10,2,sample_054288,0.9587295055389404,0.9673157334327698,0.9367786049842834,0.0227028727531433
multi-output Tversky Loss lr 1e-04,Iron_deformed,best 10,3,sample_057584,0.9585312604904176,0.9735314249992372,0.9484341740608216,0.0185996051877737
multi-output Tversky Loss lr 1e-04,Iron_deformed,best 10,4,sample_061758,0.9581714868545532,0.967870593070984,0.9378542900085448,0.0261686779558658
multi-output Tversky Loss lr 1e-04,Iron_deformed,best 10,5,sample_060043,0.9554591774940492,0.9658485651016236,0.9340003728866576,0.0157445222139358
multi-output Tversky Loss lr 1e-04,Iron_deformed,best 10,6,sample_060940,0.9551042318344116,0.9626483917236328,0.9281663298606871,0.0275401882827281
multi-output Tversky Loss lr 1e-04,Iron_deformed,best 10,7,sample_057306,0.9545716047286988,0.968058705329895,0.9381541013717652,0.0321986153721809
multi-output Tversky Loss lr 1e-04,Iron_deformed,best 10,8,sample_059156,0.9545689225196838,0.9686803817749025,0.9393717050552368,0.025389764457941
multi-output Tversky Loss lr 1e-04,Iron_deformed,best 10,9,sample_062042,0.9537387490272522,0.9609812498092652,0.9250576496124268,0.0212885327637195
multi-output Tversky Loss lr 1e-04,Iron_deformed,best 10,10,sample_055887,0.9530205130577089,0.9685824513435364,0.939202070236206,0.0332384631037712
multi-output Tversky Loss lr 1e-04,Iron_deformed,worst 10,1,sample_057275,0.4219775199890136,0.4494183957576751,0.4081306159496307,0.1332995146512985
multi-output Tversky Loss lr 1e-04,Iron_deformed,worst 10,2,sample_060504,0.4746059477329254,0.4830566942691803,0.4672240912914276,0.1011169478297233
multi-output Tversky Loss lr 1e-04,Iron_deformed,worst 10,3,sample_059722,0.4765807390213012,0.4873793721199035,0.4753801524639129,0.0688318386673927
multi-output Tversky Loss lr 1e-04,Iron_deformed,worst 10,4,sample_061725,0.5239720344543457,0.6157494783401489,0.4534541964530945,0.2373839914798736
multi-output Tversky Loss lr 1e-04,Iron_deformed,worst 10,5,sample_058762,0.5632948875427246,0.6814055442810059,0.5194718837738037,0.1856445521116256
multi-output Tversky Loss lr 1e-04,Iron_deformed,worst 10,6,sample_053629,0.630524754524231,0.6638176441192627,0.4970633387565613,0.1556310504674911
multi-output Tversky Loss lr 1e-04,Iron_deformed,worst 10,7,sample_054487,0.6683500409126282,0.7591478824615479,0.6144565343856812,0.1511230170726776
multi-output Tversky Loss lr 1e-04,Iron_deformed,worst 10,8,sample_059962,0.681222677230835,0.8671107292175293,0.7670480012893677,0.2318038791418075
multi-output Tversky Loss lr 1e-04,Iron_deformed,worst 10,9,sample_058199,0.6818596720695496,0.7387120127677917,0.6011646389961243,0.1651138365268707
multi-output Tversky Loss lr 1e-04,Iron_deformed,worst 10,10,sample_060838,0.6893264055252075,0.8489437103271484,0.7401556968688965,0.2156045287847519
multi-output Tversky Loss lr 1e-04,Ti7Al,best 10,1,sample_077653,0.9885547161102296,0.9957621097564696,0.9915955066680908,0.0104397106915712
multi-output Tversky Loss lr 1e-04,Ti7Al,best 10,2,sample_074943,0.9690350890159608,0.981306791305542,0.9632996320724488,0.0215865708887577
multi-output Tversky Loss lr 1e-04,Ti7Al,best 10,3,sample_071760,0.9682202935218812,0.984849214553833,0.9701650142669678,0.0179937612265348
multi-output Tversky Loss lr 1e-04,Ti7Al,best 10,4,sample_073407,0.9673303365707396,0.9798166155815125,0.9606055617332458,0.016368456184864
multi-output Tversky Loss lr 1e-04,Ti7Al,best 10,5,sample_079443,0.9665448665618896,0.9797748327255248,0.9605442881584167,0.0118545666337013
multi-output Tversky Loss lr 1e-04,Ti7Al,best 10,6,sample_079215,0.9665303230285645,0.9816600680351256,0.9640500545501708,0.0182026699185371
multi-output Tversky Loss lr 1e-04,Ti7Al,best 10,7,sample_078537,0.9663723111152648,0.9831873178482056,0.9669748544692992,0.0240958463400602
multi-output Tversky Loss lr 1e-04,Ti7Al,best 10,8,sample_073962,0.9659506678581238,0.9770890474319458,0.9553064703941344,0.0249613057821989
multi-output Tversky Loss lr 1e-04,Ti7Al,best 10,9,sample_073240,0.9652988910675048,0.9748690128326416,0.9513775110244752,0.018106123432517
multi-output Tversky Loss lr 1e-04,Ti7Al,best 10,10,sample_078172,0.9651027917861938,0.9825087785720824,0.9656213521957396,0.0154342595487833
multi-output Tversky Loss lr 1e-04,Ti7Al,worst 10,1,sample_079572,0.38374924659729,0.3928062617778778,0.3155615329742431,0.0949293226003646
multi-output Tversky Loss lr 1e-04,Ti7Al,worst 10,2,sample_079887,0.4007995724678039,0.4460531771183014,0.4026137292385101,0.2020891308784485
multi-output Tversky Loss lr 1e-04,Ti7Al,worst 10,3,sample_079691,0.4183774590492248,0.4844169318675995,0.3560224175453186,0.3130497336387634
multi-output Tversky Loss lr 1e-04,Ti7Al,worst 10,4,sample_078401,0.4344685077667236,0.4203991591930389,0.3626626431941986,0.038440391421318
multi-output Tversky Loss lr 1e-04,Ti7Al,worst 10,5,sample_071287,0.4428779184818268,0.5484230518341064,0.4936119318008423,0.184334248304367
multi-output Tversky Loss lr 1e-04,Ti7Al,worst 10,6,sample_072650,0.4763461351394653,0.4847863316535949,0.4704711437225342,0.026353720575571
multi-output Tversky Loss lr 1e-04,Ti7Al,worst 10,7,sample_074369,0.4923551678657532,0.5156773328781128,0.4418982267379761,0.0404890030622482
multi-output Tversky Loss lr 1e-04,Ti7Al,worst 10,8,sample_079059,0.5658354163169861,0.576352059841156,0.4578945636749267,0.0806546062231063
multi-output Tversky Loss lr 1e-04,Ti7Al,worst 10,9,sample_072340,0.5723715424537659,0.6368626356124878,0.4772355556488037,0.105537474155426
multi-output Tversky Loss lr 1e-04,Ti7Al,worst 10,10,sample_076790,0.5776258707046509,0.5087156891822815,0.4340143203735351,0.0246631130576133
multi-output Tversky Loss lr 3e-04,Al,best 10,1,sample_024693,0.9877820014953612,0.9938629865646362,0.987801432609558,0.0106569919735193
multi-output Tversky Loss lr 3e-04,Al,best 10,2,sample_024743,0.9854055643081664,0.9905188083648682,0.9812300205230712,0.0099560339003801
multi-output Tversky Loss lr 3e-04,Al,best 10,3,sample_019073,0.9844763278961182,0.9906299710273744,0.9814471006393432,0.0119655933231115
multi-output Tversky Loss lr 3e-04,Al,best 10,4,sample_024836,0.9844746589660645,0.9925578236579896,0.9852484464645386,0.0124459387734532
multi-output Tversky Loss lr 3e-04,Al,best 10,5,sample_023573,0.98397034406662,0.9914190769195556,0.9830330610275269,0.0132262259721755
multi-output Tversky Loss lr 3e-04,Al,best 10,6,sample_024827,0.9837538003921508,0.9889183044433594,0.9781973361968994,0.0144657399505376
multi-output Tversky Loss lr 3e-04,Al,best 10,7,sample_026623,0.983141839504242,0.9911057949066162,0.9824179410934448,0.0164102092385292
multi-output Tversky Loss lr 3e-04,Al,best 10,8,sample_017827,0.9830516576766968,0.9891035556793212,0.9784466624259948,0.0122994687408208
multi-output Tversky Loss lr 3e-04,Al,best 10,9,sample_023303,0.982414722442627,0.9858566522598268,0.9721644520759584,0.0100039355456829
multi-output Tversky Loss lr 3e-04,Al,best 10,10,sample_023009,0.9823899269104004,0.9851952791213988,0.9708769917488098,0.0121860206127166
multi-output Tversky Loss lr 3e-04,Al,worst 10,1,sample_019559,0.478840172290802,0.4893470108509063,0.4791384935379028,0.1473448425531387
multi-output Tversky Loss lr 3e-04,Al,worst 10,2,sample_018297,0.5051196813583374,0.494504451751709,0.4891284108161926,0.0870441123843193
multi-output Tversky Loss lr 3e-04,Al,worst 10,3,sample_022095,0.5770301818847656,0.5457296967506409,0.4006388783454895,0.1800799071788787
multi-output Tversky Loss lr 3e-04,Al,worst 10,4,sample_023943,0.7079379558563232,0.8835402131080627,0.7954837083816528,0.2017227113246917
multi-output Tversky Loss lr 3e-04,Al,worst 10,5,sample_019137,0.7196730375289917,0.7206238508224487,0.6056725978851318,0.1155898049473762
multi-output Tversky Loss lr 3e-04,Al,worst 10,6,sample_023511,0.776953935623169,0.8449127078056335,0.7550007700920105,0.0511218234896659
multi-output Tversky Loss lr 3e-04,Al,worst 10,7,sample_025384,0.7883657217025757,0.8425475358963013,0.752509593963623,0.0146221611648797
multi-output Tversky Loss lr 3e-04,Al,worst 10,8,sample_026539,0.7902868986129761,0.9268122911453248,0.8701470494270325,0.0497716218233108
multi-output Tversky Loss lr 3e-04,Al,worst 10,9,sample_022130,0.7940956354141235,0.828101396560669,0.707510769367218,0.0874123126268386
multi-output Tversky Loss lr 3e-04,Al,worst 10,10,sample_025403,0.8019406199455261,0.7953218221664429,0.6693962812423706,0.106626495718956
multi-output Tversky Loss lr 3e-04,Al_big_grains,best 10,1,sample_008710,0.99232417345047,0.994897723197937,0.9898985028266908,0.0052716727368533
multi-output Tversky Loss lr 3e-04,Al_big_grains,best 10,2,sample_000043,0.9856178164482116,0.98982834815979,0.9798802137374878,0.0108641982078552
multi-output Tversky Loss lr 3e-04,Al_big_grains,best 10,3,sample_005907,0.981956660747528,0.9850443601608276,0.9705637693405152,0.0090358946472406
multi-output Tversky Loss lr 3e-04,Al_big_grains,best 10,4,sample_007139,0.9817127585411072,0.9848272800445556,0.9701329469680786,0.0083136316388845
multi-output Tversky Loss lr 3e-04,Al_big_grains,best 10,5,sample_000240,0.981585681438446,0.986382246017456,0.9731870293617249,0.011278061196208
multi-output Tversky Loss lr 3e-04,Al_big_grains,best 10,6,sample_007981,0.9804626703262328,0.9847363233566284,0.969993770122528,0.0116866081953048
multi-output Tversky Loss lr 3e-04,Al_big_grains,best 10,7,sample_003374,0.979965329170227,0.9880030155181884,0.9762909412384032,0.0128227500244975
multi-output Tversky Loss lr 3e-04,Al_big_grains,best 10,8,sample_006744,0.979857325553894,0.9885854721069336,0.9774821996688844,0.0120978243649005
multi-output Tversky Loss lr 3e-04,Al_big_grains,best 10,9,sample_000609,0.979303538799286,0.986244022846222,0.9729843139648438,0.0103904036805033
multi-output Tversky Loss lr 3e-04,Al_big_grains,best 10,10,sample_002772,0.9787800908088684,0.9927096962928772,0.9855424165725708,0.0167132839560508
multi-output Tversky Loss lr 3e-04,Al_big_grains,worst 10,1,sample_004582,0.3588160276412964,0.3955287337303161,0.266678512096405,0.167315661907196
multi-output Tversky Loss lr 3e-04,Al_big_grains,worst 10,2,sample_000445,0.4740183055400848,0.4726740717887878,0.4481801986694336,0.1014654412865638
multi-output Tversky Loss lr 3e-04,Al_big_grains,worst 10,3,sample_001810,0.4841842353343963,0.4911539256572723,0.4826154410839081,0.0554905273020267
multi-output Tversky Loss lr 3e-04,Al_big_grains,worst 10,4,sample_003958,0.4848057925701141,0.4835845828056335,0.4682127833366394,0.0542960651218891
multi-output Tversky Loss lr 3e-04,Al_big_grains,worst 10,5,sample_002782,0.4873251616954803,0.552987813949585,0.4476187229156494,0.2209846079349517
multi-output Tversky Loss lr 3e-04,Al_big_grains,worst 10,6,sample_004529,0.4890850186347961,0.5754332542419434,0.4229164123535156,0.1503730863332748
multi-output Tversky Loss lr 3e-04,Al_big_grains,worst 10,7,sample_007521,0.4940330386161804,0.5110246539115906,0.4879953861236572,0.0649408623576164
multi-output Tversky Loss lr 3e-04,Al_big_grains,worst 10,8,sample_001847,0.5244359970092773,0.6588920950889587,0.4915731251239776,0.1406514048576355
multi-output Tversky Loss lr 3e-04,Al_big_grains,worst 10,9,sample_001871,0.547012448310852,0.5201610326766968,0.4206182658672333,0.0507590025663375
multi-output Tversky Loss lr 3e-04,Al_big_grains,worst 10,10,sample_007445,0.5868683457374573,0.5967140793800354,0.5436731576919556,0.0238993484526872
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,best 10,1,sample_009695,0.97214537858963,0.9770544171333312,0.9551663994789124,0.01570425927639
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,best 10,2,sample_014349,0.9714957475662231,0.9777878522872924,0.9568229913711548,0.0160669982433319
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,best 10,3,sample_009474,0.9711426496505736,0.9766852855682372,0.9546279907226562,0.015964874997735
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,best 10,4,sample_014924,0.9705772399902344,0.9768832921981812,0.954818606376648,0.0111410086974501
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,best 10,5,sample_014314,0.9701735377311708,0.9705023765563964,0.9428389072418212,0.0099238660186529
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,best 10,6,sample_017173,0.9682608246803284,0.970291793346405,0.9425661563873292,0.0091746877878904
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,best 10,7,sample_011086,0.9676113724708556,0.973325490951538,0.9481663703918456,0.0166565962135791
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,best 10,8,sample_015046,0.967426300048828,0.9735887050628662,0.9486868381500244,0.0140049755573272
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,best 10,9,sample_009394,0.9665945172309875,0.9658862352371216,0.934033215045929,0.0137901678681373
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,best 10,10,sample_010755,0.9664704203605652,0.9749295115470886,0.9513261318206788,0.0120792211964726
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,worst 10,1,sample_013620,0.4197134375572204,0.4686323404312134,0.3265223801136017,0.3469925224781036
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,worst 10,2,sample_011005,0.7214965224266052,0.757080614566803,0.6120879650115967,0.1399992257356643
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,worst 10,3,sample_009435,0.7519021034240723,0.9384498596191406,0.884200394153595,0.187353104352951
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,worst 10,4,sample_011162,0.7659409642219543,0.8673355579376221,0.7700348496437073,0.1264281868934631
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,worst 10,5,sample_011030,0.7755216956138611,0.8007685542106628,0.6679178476333618,0.0820596367120742
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,worst 10,6,sample_012855,0.7884085178375244,0.9271336197853088,0.8642024397850037,0.1340928077697754
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,worst 10,7,sample_017135,0.8053662180900574,0.863397479057312,0.759668231010437,0.0999256074428558
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,worst 10,8,sample_016560,0.8080874085426331,0.963641345500946,0.929942786693573,0.0957044214010238
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,worst 10,9,sample_009530,0.8099628686904907,0.8566271066665649,0.7492872476577759,0.0871288925409317
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,worst 10,10,sample_011840,0.8107936382293701,0.8512308597564697,0.7410192489624023,0.0996052473783493
multi-output Tversky Loss lr 3e-04,Al_small_grains,best 10,1,sample_030055,0.9790743589401244,0.9820324182510376,0.9647562503814696,0.0112059544771909
multi-output Tversky Loss lr 3e-04,Al_small_grains,best 10,2,sample_035302,0.9766059517860411,0.9804680347442628,0.961786925792694,0.0150162111967802
multi-output Tversky Loss lr 3e-04,Al_small_grains,best 10,3,sample_032968,0.97285395860672,0.9736536145210266,0.9488356113433838,0.0104562118649482
multi-output Tversky Loss lr 3e-04,Al_small_grains,best 10,4,sample_031478,0.9685852527618408,0.9754674434661864,0.9522877931594848,0.0209911987185478
