model,model_path,sample_name,selected_target_for_output,dice_mean,iou_mean,rmse_mean,rmse_whole_mean,nrmse_mean,nrmse_whole_mean,nrmse_positive_mean,soft_intensity_dice_mean,soft_intensity_dice_whole_mean,integrated_intensity_abs_relative_error_mean,spot_recognition_mean,reconstruction_rmse,batch_eval_seconds,batch_seconds_per_sample,batch_seconds_per_spot,donor_keys,experiment,measured_overlap_fraction,requested_overlap_fraction,split,n_spots_<50%,n_spots_50-70%,n_spots_70-90%,n_spots_>90%
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_000239,target_1,0.8106529712677002,0.712636411190033,0.06161180138587952,0.021062225103378296,0.16106867790222168,0.18370768427848816,0.16070687770843506,0.9844889640808105,0.9820692539215088,0.06564005464315414,0.8745205402374268,0.0,0.6139355581253767,0.019185486191418022,0.009592743095709011,"['?|Al_big_grains_logtif.h5|1145|1145|31825', '?|Al_big_grains_logtif.h5|2564|7509|234075']",Al_big_grains_logtif,0.29124820659971307,0.28511084329549463,train,0,0,1,1
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_000240,target_0,0.864959716796875,0.7688198089599609,0.06472625583410263,0.02493433468043804,0.15974241495132446,0.19804313778877258,0.15967929363250732,0.9869164228439331,0.9806499481201172,0.04105702415108681,0.9001166820526123,1.1641532182693481e-10,0.6139355581253767,0.019185486191418022,0.009592743095709011,"['?|Al_big_grains_logtif.h5|4363|9306|296700', '?|Al_big_grains_logtif.h5|4707|4707|150826']",Al_big_grains_logtif,0.14493996569468268,0.14665347480015456,train,0,0,1,1
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_000241,target_1,0.5221967101097107,0.38759395480155945,0.07882165908813477,0.024117130786180496,0.6613700985908508,1.9357686042785645,0.6612591743469238,0.8460728526115417,0.5826701521873474,0.449027955532074,0.7216875553131104,1.646361241780525e-10,0.6139355581253767,0.019185486191418022,0.009592743095709011,"['?|Al_big_grains_logtif.h5|1275|1275|36065', '?|Al_big_grains_logtif.h5|2872|2872|90949']",Al_big_grains_logtif,0.40875912408759124,0.43486917114139534,train,0,1,1,0
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_000254,target_1,0.8240536451339722,0.7273080348968506,0.057048290967941284,0.011886479333043098,0.14442552626132965,0.213790163397789,0.1493566781282425,0.9874183535575867,0.9772326946258545,0.07755224406719208,0.883502721786499,0.0,0.6139355581253767,0.019185486191418022,0.009592743095709011,"['?|Al_big_grains_logtif.h5|1040|1040|28873', '?|Al_big_grains_logtif.h5|2590|7534|235034']",Al_big_grains_logtif,0.12719298245614036,0.12904955793305106,train,0,0,1,1
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_000314,target_0,0.5115944147109985,0.3733225464820862,0.19214904308319092,0.03856862336397171,0.5193308591842651,0.5824097394943237,0.5172927975654602,0.8555000424385071,0.822456955909729,0.15835599601268768,0.6597226858139038,0.0,0.6139355581253767,0.019185486191418022,0.009592743095709011,"['?|Al_big_grains_logtif.h5|2764|2764|85970', '?|Al_big_grains_logtif.h5|1051|1051|29123']",Al_big_grains_logtif,0.8054474708171206,0.793644548124661,train,0,1,1,0
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_000330,target_0,0.4373733401298523,0.28929752111434937,0.059387702494859695,0.04190362989902496,0.7883074283599854,2.779149055480957,0.788272500038147,0.7952138185501099,0.5330672264099121,0.29792076349258423,0.6889928579330444,2.3283064365386963e-10,0.6139355581253767,0.019185486191418022,0.009592743095709011,"['?|Al_big_grains_logtif.h5|2359|2359|71493', '?|Al_big_grains_logtif.h5|3595|8539|272113']",Al_big_grains_logtif,0.33433734939759036,0.35026819725902447,train,0,1,1,0
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_000346,target_0,0.7467551231384277,0.6106948852539062,0.06339099258184433,0.01981634832918644,0.39331886172294617,0.48538365960121155,0.3928752541542053,0.9242282509803772,0.8858094215393066,0.10719583928585052,0.8416820764541626,0.0,0.6139355581253767,0.019185486191418022,0.009592743095709011,"['?|Al_big_grains_logtif.h5|473|5417|169648', '?|Al_big_grains_logtif.h5|1235|1235|34647']",Al_big_grains_logtif,0.6563169164882227,0.6767437474455484,train,0,0,1,1
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_000354,target_0,0.6642704010009766,0.5420858263969421,0.06759915500879288,0.04504530131816864,0.5184507966041565,0.8264124393463135,0.5184484124183655,0.7709763050079346,0.6475139856338501,0.23060987889766693,0.798335611820221,2.8515814709528797e-10,0.6139355581253767,0.019185486191418022,0.009592743095709011,"['?|Al_big_grains_logtif.h5|4181|9127|291732', '?|Al_big_grains_logtif.h5|444|444|12777']",Al_big_grains_logtif,0.7257028112449799,0.7977368798070206,train,0,1,0,1
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_000357,target_1,0.5871062278747559,0.4390803575515747,0.06467724591493607,0.03577481582760811,0.4426093101501465,0.9382795095443726,0.4425917863845825,0.885755717754364,0.6902925968170166,0.08148682117462158,0.7612144947052002,2.016372485647011e-10,0.6139355581253767,0.019185486191418022,0.009592743095709011,"['?|Al_big_grains_logtif.h5|4400|9343|298057', '?|Al_big_grains_logtif.h5|3877|3877|126286']",Al_big_grains_logtif,0.48615384615384616,0.48552193294333834,train,0,1,1,0
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_000365,target_1,0.6445775032043457,0.4869544506072998,0.06917890161275864,0.038540493696928024,0.4308871924877167,0.9200824499130249,0.43087074160575867,0.9137035608291626,0.7319015264511108,0.15134330093860626,0.7876993417739868,2.6031257704950406e-10,0.6139355581253767,0.019185486191418022,0.009592743095709011,"['?|Al_big_grains_logtif.h5|631|5574|172984', '?|Al_big_grains_logtif.h5|4151|4151|135335']",Al_big_grains_logtif,0.4703862660944206,0.48787668582605315,train,0,0,2,0
