model,donor_key,n,dice_mean,iou_mean,rmse_mean,soft_intensity_dice_mean,soft_intensity_dice_whole_mean,spot_recognition_mean,spot_recognition_p10
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|220|220|7766,4,0.873930498957634,0.8110194802284241,0.042661145562306046,0.8991174399852753,0.8706882894039154,0.9156346768140793,0.8394478917121887
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_deformed_logtif.h5|154|434|1858994,48,0.8930219933390617,0.8133042951424917,0.06172598844083647,0.9661273919045925,0.9584979688127836,0.9156480021774769,0.8586722254753113
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|2648|2648|81475,3,0.8523260752360026,0.7775407234827677,0.02099682204425335,0.9189335505167643,0.9164118568102518,0.9156646331151327,0.8916000008583069
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|7134|14831|1333875,3,0.8950410485267639,0.8183324138323466,0.063710975771149,0.9480901559193929,0.944884717464447,0.9156650304794312,0.8655122756958008
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Cu_logtif.h5|6203|26072|2799253,6,0.9001299738883972,0.825859010219574,0.06865668296813965,0.9605677326520284,0.9452256460984548,0.9157366454601288,0.8369241058826447
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Cu_logtif.h5|2685|22552|2410200,3,0.905572235584259,0.8294576009114584,0.07400989532470703,0.9791448513666788,0.9788753986358643,0.9157811601956686,0.9004969477653504
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|5860|5860|502525,3,0.8534010648727417,0.7946189641952515,0.021693540426592033,0.8403083483378092,0.8371443947156271,0.9158537785212199,0.8493298530578614
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|772|1754|717393,18,0.8852037654982673,0.8181702792644501,0.05337948755671581,0.9140289657645755,0.9009084867106544,0.9159121347798241,0.7783203125
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|2400|2400|72755,3,0.8713000615437826,0.8147836327552795,0.03946703175703684,0.8933355013529459,0.8903532226880392,0.9159165223439535,0.8407536268234252
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|945|945|375962,10,0.8854718565940857,0.8145166516304017,0.05344582572579384,0.910520750284195,0.8762461304664612,0.9160130202770234,0.8464409947395325
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|875|1857|749985,5,0.8718587040901185,0.8051813840866089,0.03973243869841099,0.9699403166770935,0.9150632619857788,0.916063129901886,0.8626383543014526
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|2160|7102|220146,3,0.883625328540802,0.8079474965731303,0.05139332450926304,0.9222099582354227,0.8456999460856119,0.9161159992218018,0.8933581113815308
